## Lists can be generated from http://www.ncbi.nlm.nih.gov/Traces/wgs/
Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
NZ_AHSG01	BCT	PRJNA224116	SAMN02429027	STREPTOCOCCUS MUTANS NFSM1	0	0	no	131	NZ_AHSG01000001:NZ_AHSG01000131	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSH01	BCT	PRJNA224116	SAMN02429028	STREPTOCOCCUS MUTANS NLML4	0	0	no	116	NZ_AHSH01000001:NZ_AHSH01000116	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSI01	BCT	PRJNA224116	SAMN02428932	STREPTOCOCCUS MUTANS NLML5	0	0	no	105	NZ_AHSI01000001:NZ_AHSI01000105	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSJ01	BCT	PRJNA224116	SAMN02429076	STREPTOCOCCUS MUTANS NLML9	0	0	no	99	NZ_AHSJ01000001:NZ_AHSJ01000099	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSK01	BCT	PRJNA224116	SAMN02428988	STREPTOCOCCUS MUTANS M2A	0	0	no	115	NZ_AHSK01000001:NZ_AHSK01000115	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSL01	BCT	PRJNA224116	SAMN02429077	STREPTOCOCCUS MUTANS N3209	0	0	no	113	NZ_AHSL01000001:NZ_AHSL01000113	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSM01	BCT	PRJNA224116	SAMN02428933	STREPTOCOCCUS MUTANS N66	0	0	no	113	NZ_AHSM01000001:NZ_AHSM01000113	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSN01	BCT	PRJNA224116	SAMN02429029	STREPTOCOCCUS MUTANS NV1996	0	0	no	130	NZ_AHSN01000001:NZ_AHSN01000130	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSO01	BCT	PRJNA224116	SAMN02429078	STREPTOCOCCUS MUTANS W6	0	0	no	114	NZ_AHSO01000001:NZ_AHSO01000114	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSP01	BCT	PRJNA224116	SAMN02429030	STREPTOCOCCUS MUTANS SF1	0	0	no	185	NZ_AHSP01000001:NZ_AHSP01000185	yes	0		2015-08-14 00:00:00	2013-02-13 00:00:00	1
NZ_AHSQ01	BCT	PRJNA224116	SAMN02429031	STREPTOCOCCUS MUTANS SF14	0	0	no	97	NZ_AHSQ01000001:NZ_AHSQ01000097	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSR01	BCT	PRJNA224116	SAMN02429032	STREPTOCOCCUS MUTANS SM6	0	0	no	112	NZ_AHSR01000001:NZ_AHSR01000112	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSS01	BCT	PRJNA224116	SAMN02429067	STREPTOCOCCUS MUTANS ST1	0	0	no	131	NZ_AHSS01000001:NZ_AHSS01000131	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHST01	BCT	PRJNA224116	SAMN02428976	STREPTOCOCCUS MUTANS ST6	0	0	no	121	NZ_AHST01000001:NZ_AHST01000121	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSU01	BCT	PRJNA224116	SAMN02428977	STREPTOCOCCUS MUTANS U2A	0	0	no	163	NZ_AHSU01000001:NZ_AHSU01000163	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSV01	BCT	PRJNA224116	SAMN02429068	STREPTOCOCCUS MUTANS NLML8	0	0	no	135	NZ_AHSV01000001:NZ_AHSV01000135	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSW01	BCT	PRJNA224116	SAMN02429023	STREPTOCOCCUS MUTANS NLML1	0	0	no	139	NZ_AHSW01000001:NZ_AHSW01000139	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSX01	BCT	PRJNA224116	SAMN02429024	STREPTOCOCCUS MUTANS 1ID3	0	0	no	90	NZ_AHSX01000001:NZ_AHSX01000090	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSY01	BCT	PRJNA224116	SAMN02429069	STREPTOCOCCUS MUTANS 14D	0	0	no	102	NZ_AHSY01000001:NZ_AHSY01000102	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHSZ01	BCT	PRJNA224116	SAMN02428978	STREPTOCOCCUS MUTANS 21	0	0	no	120	NZ_AHSZ01000001:NZ_AHSZ01000120	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHTA01	BCT	PRJNA224116	SAMN02428979	STREPTOCOCCUS MUTANS 66-2A	0	0	no	113	NZ_AHTA01000001:NZ_AHTA01000113	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHTB01	BCT	PRJNA224116	SAMN02429070	STREPTOCOCCUS MUTANS B	0	0	no	111	NZ_AHTB01000001:NZ_AHTB01000111	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHTC01	BCT	PRJNA224116	SAMN02428980	STREPTOCOCCUS MUTANS SM4	0	0	no	152	NZ_AHTC01000001:NZ_AHTC01000152	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHTD01	BCT	PRJNA224116	SAMN02428981	STREPTOCOCCUS MUTANS SM1	0	0	no	114	NZ_AHTD01000001:NZ_AHTD01000114	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_AHTE01	BCT	PRJNA224116	SAMN02428934	STREPTOCOCCUS MUTANS 24	0	0	no	119	NZ_AHTE01000001:NZ_AHTE01000119	yes	0		2015-08-09 00:00:00	2013-02-13 00:00:00	1
NZ_ALYO01	BCT	PRJNA224116	SAMN02641534	STREPTOCOCCUS MUTANS B05SM11	0	0	no	53	NZ_ALYO01000001:NZ_ALYO01000053	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYP01	BCT	PRJNA224116	SAMN02641535	STREPTOCOCCUS MUTANS B13SM1	0	0	no	46	NZ_ALYP01000001:NZ_ALYP01000046	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALYQ01	BCT	PRJNA224116	SAMN02641536	STREPTOCOCCUS MUTANS B12SM1	0	0	no	91	NZ_ALYQ01000001:NZ_ALYQ01000091	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALYR01	BCT	PRJNA224116	SAMN02641537	STREPTOCOCCUS MUTANS B084SM-A	0	0	no	61	NZ_ALYR01000001:NZ_ALYR01000061	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYS01	BCT	PRJNA224116	SAMN02641538	STREPTOCOCCUS MUTANS B107SM-B	0	0	no	57	NZ_ALYS01000001:NZ_ALYS01000057	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYT01	BCT	PRJNA224116	SAMN02641539	STREPTOCOCCUS MUTANS B07SM2	0	0	no	49	NZ_ALYT01000001:NZ_ALYT01000049	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYU01	BCT	PRJNA224116	SAMN02641540	STREPTOCOCCUS MUTANS B09SM1	0	0	no	106	NZ_ALYU01000001:NZ_ALYU01000106	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALYV01	BCT	PRJNA224116	SAMN02641541	STREPTOCOCCUS MUTANS B24SM2	0	0	no	63	NZ_ALYV01000001:NZ_ALYV01000063	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALYW01	BCT	PRJNA224116	SAMN02641542	STREPTOCOCCUS MUTANS B102SM-B	0	0	no	104	NZ_ALYW01000001:NZ_ALYW01000104	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYX01	BCT	PRJNA224116	SAMN02641543	STREPTOCOCCUS MUTANS B112SM-A	0	0	no	44	NZ_ALYX01000001:NZ_ALYX01000044	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYY01	BCT	PRJNA224116	SAMN02641544	STREPTOCOCCUS MUTANS B04SM5	0	0	no	81	NZ_ALYY01000001:NZ_ALYY01000081	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALYZ01	BCT	PRJNA224116	SAMN02641545	STREPTOCOCCUS MUTANS B082SM-A	0	0	no	53	NZ_ALYZ01000001:NZ_ALYZ01000053	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALZA01	BCT	PRJNA224116	SAMN02641546	STREPTOCOCCUS MUTANS B06SM2	0	0	no	65	NZ_ALZA01000001:NZ_ALZA01000008,NZ_ALZA01000010:NZ_ALZA01000066	yes	0		2015-11-10 00:00:00	2014-05-23 00:00:00	1
NZ_ALZB01	BCT	PRJNA224116	SAMN02641547	STREPTOCOCCUS MUTANS B85SM-B	0	0	no	46	NZ_ALZB01000001:NZ_ALZB01000046	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALZC01	BCT	PRJNA224116	SAMN02641548	STREPTOCOCCUS MUTANS B88SM-A	0	0	no	75	NZ_ALZC01000001:NZ_ALZC01000075	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALZD01	BCT	PRJNA224116	SAMN02641549	STREPTOCOCCUS MUTANS STR. B16 P SM1	0	0	no	58	NZ_ALZD01000001:NZ_ALZD01000058	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALZE01	BCT	PRJNA224116	SAMN02641550	STREPTOCOCCUS MUTANS B23SM1	0	0	no	87	NZ_ALZE01000001:NZ_ALZE01000087	yes	0		2015-08-15 00:00:00	2014-05-23 00:00:00	1
NZ_ALZF01	BCT	PRJNA224116	SAMN02641551	STREPTOCOCCUS MUTANS B111SM-A	0	0	no	39	NZ_ALZF01000001:NZ_ALZF01000039	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALZG01	BCT	PRJNA224116	SAMN02641552	STREPTOCOCCUS MUTANS B114SM-A	0	0	no	53	NZ_ALZG01000001:NZ_ALZG01000053	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_ALZH01	BCT	PRJNA224116	SAMN02641553	STREPTOCOCCUS MUTANS B115SM-A	0	0	no	49	NZ_ALZH01000001:NZ_ALZH01000049	yes	0		2015-08-11 00:00:00	2014-05-23 00:00:00	1
NZ_AOBX01	BCT	PRJNA224116	SAMN02469959	STREPTOCOCCUS MUTANS 5DC8	0	0	no	9	NZ_AOBX01000001:NZ_AOBX01000009	yes	0		2015-08-10 00:00:00	2013-03-28 00:00:00	1
NZ_AOBY01	BCT	PRJNA224116	SAMN02469962	STREPTOCOCCUS MUTANS KK21	0	0	no	2	NZ_AOBY01000001:NZ_AOBY01000002	yes	0		2015-08-10 00:00:00	2013-03-28 00:00:00	1
NZ_AOBZ01	BCT	PRJNA224116	SAMN02469955	STREPTOCOCCUS MUTANS KK23	0	0	no	38	NZ_AOBZ01000001:NZ_AOBZ01000038	yes	0		2015-08-03 00:00:00	2013-03-28 00:00:00	1
NZ_AOCA01	BCT	PRJNA224116	SAMN02469957	STREPTOCOCCUS MUTANS AC4446	0	0	no	42	NZ_AOCA01000001:NZ_AOCA01000042	yes	0		2015-08-10 00:00:00	2013-03-28 00:00:00	1
NZ_AOCB01	BCT	PRJNA224116	SAMN02469958	STREPTOCOCCUS MUTANS ATCC 25175	0	0	no	10	NZ_AOCB01000001:NZ_AOCB01000010	yes	0		2015-08-09 00:00:00	2013-03-28 00:00:00	1
NZ_AOCC01	BCT	PRJNA224116	SAMN02469960	STREPTOCOCCUS MUTANS NCTC 11060	0	0	no	36	NZ_AOCC01000001:NZ_AOCC01000036	yes	0		2015-08-09 00:00:00	2013-03-28 00:00:00	1
NZ_AQWT01	BCT	PRJNA224116	SAMN02441733	STREPTOCOCCUS MUTANS DSM 20523	0	0	no	20	NZ_AQWT01000001:NZ_AQWT01000020	yes	0		2015-08-10 00:00:00	2013-04-28 00:00:00	1
NZ_AXSW01	BCT	PRJNA224116	SAMN02469427	STREPTOCOCCUS MUTANS PKUSS-HG01	0	0	no	12	NZ_AXSW01000001:NZ_AXSW01000012	yes	0		2015-08-11 00:00:00	2013-11-14 00:00:00	1
NZ_AXSX01	BCT	PRJNA224116	SAMN02469428	STREPTOCOCCUS MUTANS PKUSS-LG01	0	0	no	14	NZ_AXSX01000001:NZ_AXSX01000014	yes	0		2015-08-11 00:00:00	2013-11-14 00:00:00	1
NZ_JVEO01	BCT	PRJNA224116	SAMN03197696	STREPTOCOCCUS MUTANS	0	0	no	30	NZ_JVEO01000001:NZ_JVEO01000030	yes	0		2015-08-21 00:00:00	2015-07-20 00:00:00	1
NZ_JWGO01	BCT	PRJNA224116	SAMN03196968	STREPTOCOCCUS MUTANS	0	0	no	62	NZ_JWGO01000001:NZ_JWGO01000062	yes	0		2015-08-21 00:00:00	2015-07-20 00:00:00	1
NZ_JWGS01	BCT	PRJNA224116	SAMN03196964	STREPTOCOCCUS MUTANS	0	0	no	49	NZ_JWGS01000001:NZ_JWGS01000049	yes	0		2015-08-21 00:00:00	2015-07-20 00:00:00	1
NZ_LTAK01	BCT	PRJNA224116	SAMN04420782	STREPTOCOCCUS MUTANS	0	0	no	24	NZ_LTAK01000001:NZ_LTAK01000024	yes	0		2016-04-22 00:00:00	2016-04-22 00:00:00	1
